Influential 2-amod
to 60-quantmod
8 60-compound
3/8 61-nummod
% 11-appos
six 63-nummod
months 61-appos
. 3-punct

 64-dep

LONDON 4-nmod
INTERBANK 3-advmod
OFFERED 4-amod
RATES 0-ROOT
-LRB- 4-punct
LIBOR 7-compound
-RRB- 4-appos
: 4-punct
8 10-compound
1/2 11-nummod
% 4-appos
one 13-nummod
month 11-appos
; 11-punct
8 16-compound
1/2 17-nummod
% 11-appos
three 19-nummod
months 17-appos
; 11-punct
8 22-compound
7/16 23-nummod
% 11-appos
six 25-nummod
months 23-appos
; 11-punct
8 28-compound
3/8 29-nummod
% 11-appos
one 31-nummod
year 29-appos
. 4-punct

 32-dep

The 2-det
average 0-ROOT
of 2-prep
interbank 6-nmod
offered 6-amod
rates 3-pobj
for 2-prep
dollar 9-compound
deposits 7-pobj
in 2-prep
the 13-det
London 13-compound
market 10-pobj
based 2-acl
on 14-prep
quotations 15-pobj
at 16-prep
five 20-nummod
major 20-amod
banks 17-pobj
. 2-punct

 21-dep

FOREIGN 3-amod
PRIME 3-amod
RATES 0-ROOT
: 3-punct
Canada 3-appos
13.50 7-nummod
% 5-appos
; 5-punct
Germany 5-appos
8.50 11-nummod
% 9-appos
; 5-punct
Japan 5-appos
4.875 15-nummod
% 13-appos
; 5-punct
Switzerland 5-appos
8.50 19-nummod
% 17-appos
; 5-punct
Britain 5-appos
15 23-nummod
% 21-appos
. 3-punct

 24-dep

These 3-det
rate 3-compound
indications 4-nsubj
are 11-ccomp
n't 4-neg
directly 7-advmod
comparable 4-acomp
; 11-punct
lending 10-compound
practices 11-nsubj
vary 0-ROOT
widely 11-advmod
by 11-prep
location 13-pobj
. 11-punct

 15-dep

TREASURY 2-compound
BILLS 0-ROOT
: 2-punct
Results 2-appos
of 4-prep
the 14-det
Monday 14-nmod
, 7-punct
October 7-appos
16 9-nummod
, 7-punct
1989 7-appos
, 7-punct
auction 5-pobj
of 14-prep
short 18-amod
- 18-punct
term 21-compound
U.S. 20-compound
government 21-compound
bills 15-pobj
, 14-punct
sold 14-acl
at 23-prep
a 26-det
discount 24-pobj
from 26-prep
face 29-compound
value 27-pobj
in 23-prep
units 30-pobj
of 31-prep
$ 38-quantmod
10,000 38-quantmod
to 38-quantmod
$ 38-quantmod
1 38-compound
million 32-pobj
: 4-punct
7.37 41-nummod
% 4-appos
, 41-punct
13 44-nummod
weeks 41-appos
; 41-punct
7.42 47-nummod
% 41-appos
, 47-punct
26 50-nummod
weeks 47-appos
. 2-punct

 51-dep

FEDERAL 5-compound
HOME 5-compound
LOAN 5-compound
MORTGAGE 5-compound
CORP 0-ROOT
. 5-punct
-LRB- 5-punct

Freddie 2-compound
Mac 3-compound
-RRB- 0-ROOT
: 3-punct

Posted 2-amod
yields 0-ROOT
on 2-prep
30 6-nummod
- 6-punct
year 8-compound
mortgage 8-compound
commitments 3-pobj
for 2-prep
delivery 9-pobj
within 10-prep
30 13-nummod
days 11-pobj
. 2-punct

 14-dep
9.83 17-nummod
% 2-appos
, 17-punct
standard 22-amod
conventional 22-amod
fixedrate 22-amod
mortgages 17-appos
; 17-punct
7.875 25-nummod
% 17-appos
, 25-punct
2 28-nummod
% 36-nmod
rate 30-npadvmod
capped 36-amod
one 33-nummod
- 33-punct
year 36-nmod
adjustable 35-amod
rate 36-compound
mortgages 25-appos
. 2-punct

 37-dep

Source 0-ROOT
: 1-punct
Telerate 5-compound
Systems 5-compound
Inc 1-appos
. 5-punct

 6-dep

FEDERAL 4-compound
NATIONAL 4-compound
MORTGAGE 4-compound
ASSOCIATION 8-nmod
-LRB- 4-punct
Fannie 7-compound
Mae 8-compound
-RRB- 0-ROOT
: 8-punct

Posted 2-amod
yields 0-ROOT
on 2-prep
30 5-nummod
year 7-compound
mortgage 7-compound
commitments 3-pobj
for 2-prep
delivery 8-pobj
within 9-prep
30 12-nummod
days 10-pobj
-LRB- 2-punct
priced 2-acl
at 14-prep
par 15-pobj
-RRB- 2-punct

.9.82 2-compound
% 0-ROOT
, 2-punct
standard 9-amod
conventional 9-amod
fixed 9-amod
rate 9-compound
- 9-punct
mortgages 2-appos
; 2-punct
8.70 12-nummod
% 2-appos
, 12-punct
6/2 22-nummod
rate 16-npadvmod
capped 22-amod
one 19-nummod
- 19-punct
year 22-nmod
adjustable 21-amod
rate 22-compound
mortgages 12-appos
. 2-punct

 23-dep

Source 0-ROOT
: 1-punct
Telerate 5-compound
Systems 5-compound
Inc 1-appos
. 5-punct

 6-dep

MERRILL 5-compound
LYNCH 5-compound
READY 5-compound
ASSETS 5-compound
TRUST 0-ROOT
: 5-punct
8.49 8-nummod
% 5-appos
. 5-punct

 9-dep

Annualized 3-amod
average 3-amod
rate 0-ROOT
of 3-prep
return 4-pobj
after 3-prep
expenses 6-pobj
for 3-prep
the 12-det
past 12-amod
30 12-nummod
days 8-pobj
; 3-punct
not 16-neg
a 16-det
forecast 3-appos
of 16-prep
future 19-amod
returns 17-pobj
. 3-punct

 20-dep

Intel 2-compound
Corp. 3-nsubj
said 0-ROOT
it 5-nsubj
reached 3-ccomp
an 7-det
agreement 5-dobj
with 7-prep
Alliant 12-compound
Computer 12-compound
Systems 12-compound
Corp. 8-pobj
to 14-aux
develop 7-acl
software 16-compound
standards 14-dobj
for 16-prep
Intel 21-poss
's 18-case
i860 21-compound
microprocessor 17-pobj
. 3-punct

 22-dep

The 2-det
i860 9-nsubj
, 2-punct
introduced 2-acl
earlier 7-advmod
this 7-det
year 4-npadvmod
, 9-punct
is 0-ROOT
Intel 12-poss
's 10-case
entry 9-attr
in 12-prep
the 16-det
crowded 16-amod
market 13-pobj
for 16-prep
reduced 19-amod
instruction 21-compound
set 21-compound
computing 17-pobj
, 21-punct
or 21-cc
RISC 26-nmod
, 24-punct
computers 21-conj
. 26-punct

 27-dep

Intel 10-nsubj
, 1-punct
based 1-acl
in 3-prep
Santa 6-compound
Clara 4-pobj
, 6-punct
Calif. 6-appos
, 10-punct
is 0-ROOT
the 13-det
market 13-compound
leader 10-attr
for 13-prep
traditional 16-amod
microprocessors 14-pobj
with 13-prep
its 20-poss
8086 20-nummod
family 17-pobj
that 22-nsubj
forms 20-relcl
the 24-det
heart 22-dobj
of 24-prep
IBM 28-npadvmod
- 28-punct
compatible 30-amod
personal 30-amod
computers 25-pobj
. 10-punct

 31-dep

Under 7-prep
the 3-det
agreement 1-pobj
, 7-punct
Intel 7-nsubj
will 7-aux
invest 0-ROOT
$ 10-quantmod
3 10-compound
million 7-dobj
to 12-aux
acquire 7-advcl
a 16-det
4 15-nummod
% 16-compound
stake 12-dobj
in 16-prep
Alliant 17-pobj
, 18-punct
a 21-det
maker 18-appos
of 21-prep
minisupercomputers 22-pobj
for 23-prep
scientists 24-pobj
and 25-cc
engineers 25-conj
. 7-punct

 28-dep

Alliant 10-nsubj
, 1-punct
based 1-acl
in 3-prep
Littleton 4-pobj
, 5-punct
Mass. 5-appos
, 10-punct
will 10-aux
license 0-ROOT
its 15-poss
parallel 14-amod
- 14-punct
computing 15-amod
technologies 10-dobj
to 10-prep
Intel 16-pobj
, 10-punct
providing 10-advcl
users 19-dative
a 22-det
way 19-dobj
to 24-aux
let 22-relcl
many 27-amod
i860 27-compound
microprocessors 24-dobj
in 24-prep
a 32-det
single 32-amod
computer 32-compound
work 28-pobj
on 32-prep
a 35-det
problem 33-pobj
simultaneously 24-advmod
. 10-punct

 37-dep

Alliant 2-nsubj
said 0-ROOT
it 4-nsubj
plans 2-ccomp
to 6-aux
use 4-xcomp
the 8-det
microprocessor 6-dobj
in 6-prep
future 11-amod
products 9-pobj
. 2-punct

 12-dep

It 2-nsubj
declined 0-ROOT
to 4-aux
discuss 2-xcomp
its 6-poss
plans 4-dobj
for 6-prep
upgrading 7-pcomp
its 12-poss
current 12-amod
product 12-compound
line 8-dobj
. 2-punct

 13-dep

Omnicare 2-compound
Inc. 17-nsubj
, 2-punct
which 5-nsubj
intends 2-relcl
to 7-aux
expand 5-xcomp
its 9-poss
position 7-dobj
in 9-prep
the 15-det
medical 15-amod
and 12-cc
dental 12-conj
markets 10-pobj
, 17-punct
said 0-ROOT
it 19-nsubj
acquired 17-ccomp
a 25-det
cotton 25-nmod
and 21-cc
gauze 24-compound
products 21-conj
division 19-dobj
from 19-prep
closely 28-advmod
held 31-amod
Sterile 31-compound
Products 31-compound
Corp. 26-pobj
for 19-prep
$ 35-quantmod
8.2 35-compound
million 32-pobj
. 17-punct

 36-dep

Omnicare 2-nsubj
said 0-ROOT
it 4-nsubj
expects 2-ccomp
the 6-det
division 8-nsubj
to 8-aux
add 4-ccomp
` 8-punct
` 13-punct
substantial 13-amod
sales 13-compound
volume 8-dobj
and 8-cc
to 16-aux
make 8-conj
a 19-det
positive 19-amod
contribution 16-dobj
to 19-prep
our 22-poss
earnings 20-pobj
in 16-prep
1990 23-pobj
and 23-cc
beyond 23-conj
. 2-punct
'' 2-punct

 28-dep

In 6-prep
1988 1-pobj
the 5-det
Cincinnati 5-compound
company 6-nsubj
earned 0-ROOT
$ 9-quantmod
3.1 9-compound
million 6-dobj
, 9-punct
or 9-cc
32 13-nummod
cents 9-conj
a 15-det
share 13-npadvmod
, 6-punct
on 6-prep
revenue 17-pobj
of 18-prep
$ 22-quantmod
148.5 22-compound
million 19-pobj
. 6-punct

 23-dep

Omnicare 2-nsubj
said 0-ROOT
the 4-det
division 5-nsubj
operates 2-ccomp
under 5-prep
the 9-det
trade 9-compound
name 6-pobj
ACCO 5-dobj
and 5-cc
supplies 5-conj
the 17-det
medical 17-amod
and 14-cc
dental 14-conj
markets 12-dobj
. 2-punct

 18-dep

The 2-det
business 9-nsubj
, 2-punct
based 2-acl
in 4-prep
St. 7-compound
Louis 5-pobj
, 9-punct
had 26-ccomp
sales 9-dobj
of 10-prep
more 16-amod
than 16-quantmod
$ 16-quantmod
14 16-compound
million 11-pobj
in 10-prep
the 20-det
fiscal 20-amod
year 17-pobj
ended 20-acl
March 21-npadvmod
31 22-nummod
, 26-punct
Omnicare 26-nsubj
said 0-ROOT
. 26-punct

 27-dep
Burmah 31-compound
Oil 31-compound
PLC 43-nsubj
, 31-punct
a 41-det
British 41-amod
independent 41-amod
oil 39-nmod
and 36-cc
specialty 36-conj
chemicals 40-compound
marketing 41-compound
concern 31-appos
, 43-punct
said 26-ccomp
SHV 46-compound
Holdings 46-compound
N.V. 51-nsubj
of 46-prep
the 49-det
Netherlands 47-pobj
has 51-aux
built 43-ccomp
up 51-prt
a 56-det
6.7 55-nummod
% 56-compound
stake 51-dobj
in 56-prep
the 59-det
company 57-pobj
. 43-punct

 60-dep

James 2-compound
Alexander 8-nsubj
, 2-punct
a 6-det
Burmah 6-compound
spokesman 2-appos
, 8-punct
said 0-ROOT
SHV 12-nsubj
had 12-aux
previously 12-advmod
owned 8-ccomp
` 12-punct
` 12-punct
a 18-quantmod
little 18-amod
under 18-quantmod
5 19-nummod
% 12-dobj
'' 19-punct
of 19-prep
Burmah 21-pobj
for 12-prep
about 25-advmod
two 26-nummod
years 23-pobj
. 8-punct

 27-dep

The 3-det
Dutch 3-amod
company 6-nsubj
had 6-aux
n't 6-neg
notified 17-ccomp
Burmah 6-dobj
of 7-prep
its 10-poss
reason 8-pobj
for 10-prep
increasing 11-pcomp
the 14-det
stake 12-dobj
, 17-punct
he 17-nsubj
said 0-ROOT
. 17-punct

 18-dep

SHV 23-nsubjpass
, 1-punct
which 6-nsubj
last 5-amod
year 6-npadvmod
merged 1-relcl
its 13-poss
North 9-nmod
Sea 13-nmod
oil 13-nmod
and 10-cc
gas 10-conj
operations 6-dobj
with 6-prep
those 14-pobj
of 15-prep
Calor 19-compound
Group 19-compound
PLC 16-pobj
, 23-punct
has 23-aux
been 23-auxpass
pegged 0-ROOT
by 23-agent
speculators 24-pobj
as 23-prep
a 29-det
possible 29-amod
suitor 26-pobj
for 29-prep
Burmah 32-compound
Oil 30-pobj
in 29-prep
recent 35-amod
weeks 33-pobj
. 23-punct

 36-dep

SHV 3-nsubj
also 3-advmod
owns 0-ROOT
40 5-nummod
% 3-dobj
of 5-prep
Calor 6-pobj
. 3-punct

 8-dep
Burmah 21-nsubj
, 10-punct
which 13-nsubj
owns 10-relcl
the 16-det
Castrol 16-compound
brand 13-dobj
of 16-prep
lubricant 19-amod
oils 17-pobj
, 21-punct
reported 3-conj
a 25-det
17 24-nummod
% 25-compound
rise 21-dobj
in 25-prep
net 28-amod
income 26-pobj
to 25-prep
# 32-quantmod
43.5 32-compound
million 29-pobj
-LRB- 32-punct
$ 36-quantmod
68.3 36-compound
million 37-nummod
-RRB- 29-pobj
in 25-prep
the 41-det
first 41-amod
half 38-pobj
. 21-punct

 42-dep
J.P. 46-compound
Industries 46-compound
Inc. 47-nsubj
said 21-conj
it 49-nsubj
signed 47-ccomp
a 52-det
definitive 52-amod
agreement 49-dobj
to 54-aux
sell 52-acl
its 56-poss
Builders 59-poss
' 56-case
Hardware 59-compound
Group 54-dobj
to 54-prep
closely 62-advmod
held 64-amod
Nalcor 64-compound
Inc. 60-pobj
of 64-prep
Beverly 67-compound
Hills 65-pobj
, 67-punct
Calif 67-appos
. 47-punct

 70-dep

Terms 4-nsubjpass
were 4-auxpass
n't 4-neg
disclosed 0-ROOT
, 4-punct
but 4-cc
a 10-det
J.P. 9-compound
Industries 10-compound
spokesman 11-nsubj
said 4-conj
the 13-det
amount 17-nsubj
J.P. 15-compound
Industries 17-nsubj
will 17-aux
get 21-csubj
for 17-prep
the 20-det
group 18-pobj
is 11-ccomp
` 21-punct
` 21-punct
a 25-det
little 26-npadvmod
better 21-acomp
than 28-mark
expected 26-advcl
by 28-agent
the 31-det
marketplace 29-pobj
, 21-punct
and 21-cc
the 35-det
marketplace 38-nsubj
had 38-aux
been 38-aux
expecting 21-conj
$ 45-quantmod
25 45-quantmod
million 45-quantmod
to 45-quantmod
$ 45-quantmod
30 45-compound
million 38-dobj
. 11-punct
'' 4-punct

 47-dep

The 2-det
group 3-nsubj
consists 0-ROOT
of 3-prep
Weslock 6-compound
Corp. 4-pobj
and 6-cc
JPI 10-compound
Modern 10-compound
Inc 6-conj
. 3-punct

 11-dep

J.P. 2-compound
Industries 13-nsubj
, 2-punct
which 6-nsubjpass
is 6-auxpass
based 2-relcl
in 6-prep
Ann 9-compound
Arbor 7-pobj
, 9-punct
Mich. 9-appos
, 13-punct
said 0-ROOT
the 15-det
sale 16-nsubj
completes 13-ccomp
a 20-det
previously 19-advmod
announced 20-amod
program 16-dobj
to 22-aux
divest 20-relcl
itself 22-dobj
of 22-prep
its 30-poss
hardware 29-nmod
and 26-cc
plumbing 26-conj
supplies 30-compound
operations 24-pobj
. 13-punct

 31-dep

The 2-det
company 5-poss
's 2-case
remaining 5-amod
business 6-nsubj
is 0-ROOT
the 8-det
manufacture 6-attr
and 8-cc
sale 8-conj
of 8-prep
engine 15-nmod
and 12-cc
transmissions 12-conj
products 11-pobj
for 15-prep
industrial 20-amod
and 17-cc
transportation 17-conj
applications 16-pobj
. 6-punct

 21-dep

Citing 17-advcl
a 6-det
$ 5-quantmod
3.1 5-compound
million 6-nummod
provision 1-dobj
for 6-prep
doubtful 9-amod
accounts 7-pobj
, 17-punct
Dallas 13-npadvmod
- 13-punct
based 16-amod
National 16-compound
Heritage 16-compound
Inc. 17-nsubj
posted 0-ROOT
a 19-det
loss 17-dobj
for 19-prep
its 23-poss
fourth 23-amod
quarter 20-pobj
ended 23-acl
June 24-npadvmod
30 25-nummod
. 17-punct

 27-dep

A 2-det
unit 16-nsubj
of 2-prep
troubled 6-compound
Southmark 6-compound
Corp. 3-pobj
, 2-punct
the 9-det
operator 2-appos
of 9-prep
nursing 12-compound
homes 10-pobj
and 12-cc
retirement 15-compound
centers 12-conj
said 0-ROOT
it 18-nsubj
sustained 16-ccomp
a 21-det
net 21-amod
loss 18-dobj
of 21-prep
$ 25-quantmod
1.6 25-compound
million 22-pobj
, 25-punct
or 25-cc
nine 29-nummod
cents 25-conj
a 31-det
share 29-npadvmod
, 18-punct
compared 18-prep
with 33-prep
net 36-amod
income 34-pobj
of 36-prep
$ 40-quantmod
1.3 40-compound
million 37-pobj
, 40-punct
or 40-cc
eight 44-nummod
cents 40-conj
a 46-det
share 44-npadvmod
, 44-punct
a 49-det
year 50-npadvmod
earlier 44-advmod
. 16-punct

 51-dep

Operating 2-compound
revenue 3-nsubj
rose 0-ROOT
13 5-nummod
% 3-npadvmod
to 3-prep
$ 9-quantmod
22.2 9-compound
million 6-pobj
from 3-prep
$ 13-quantmod
19.7 13-compound
million 10-pobj
in 3-prep
the 19-det
year 18-npadvmod
- 18-punct
earlier 19-amod
quarter 14-pobj
. 3-punct

 20-dep

The 2-det
company 3-nsubj
said 0-ROOT
the 8-det
$ 7-quantmod
3.1 7-compound
million 8-nummod
reserve 10-nsubjpass
was 10-auxpass
created 3-ccomp
to 12-aux
reflect 10-advcl
doubt 12-dobj
about 13-prep
the 16-det
collectability 14-pobj
of 16-prep
receivables 17-pobj
owed 18-acl
to 19-dative
National 22-compound
Heritage 20-pobj
by 19-agent
some 23-pobj
of 24-prep
the 29-det
real 28-amod
estate 29-compound
partnerships 25-pobj
it 31-nsubj
manages 29-relcl
. 3-punct

 32-dep

The 2-det
company 4-nsubj
also 4-advmod
said 0-ROOT
expenses 20-nsubjpass
incurred 5-acl
by 6-agent
the 10-det
previous 10-amod
board 7-pobj
and 10-cc
management 10-conj
in 6-prep
the 16-det
recent 16-amod
contest 13-pobj
for 16-prep
control 17-pobj
were 20-auxpass
recognized 4-ccomp
primarily 20-advmod
in 20-prep
the 25-det
first 25-amod
quarter 22-pobj
ended 25-acl
Sept. 26-npadvmod
30 27-nummod
. 4-punct

 29-dep

National 2-compound
Heritage 3-compound
stock 4-nsubj
fell 0-ROOT
12.5 6-nummod
cents 4-npadvmod
yesterday 4-npadvmod
to 9-aux
close 4-advcl
at 9-prep
$ 12-nmod
1.375 10-pobj
a 14-det
share 12-npadvmod
in 12-prep
New 17-compound
York 19-nmod
Stock 19-nmod
Exchange 21-nmod
composite 21-amod
trading 15-pobj
. 4-punct

 22-dep

United 6-compound
Biscuits 6-compound
-LRB- 6-punct
Holdings 6-compound
-RRB- 6-compound
PLC 13-nsubj
, 6-punct
a 11-det
British 11-amod
food 11-compound
producer 6-appos
, 6-punct
announced 0-ROOT
the 15-det
creation 21-nsubj
of 15-prep
a 19-det
European 19-amod
group 16-pobj
to 21-aux
bring 13-ccomp
together 21-advmod
its 25-poss
trading 25-compound
interests 21-dobj
in 25-prep
the 28-det
region 26-pobj
. 13-punct

 29-dep

The 3-det
new 3-amod
group 5-nsubj
will 5-aux
comprise 0-ROOT
all 5-dobj
of 6-prep
United 9-compound
Biscuit 14-poss
's 9-case
manufacturing 14-nmod
and 11-cc
marketing 11-conj
operations 7-pobj
in 14-prep
the 18-det
food 18-compound
sector 15-pobj
apart 5-advmod
from 19-prep
those 20-pobj
based 21-acl
in 22-prep
the 25-det
U.S. 23-pobj
. 5-punct

 26-dep

United 2-compound
Biscuits 3-nsubj
said 0-ROOT
the 6-det
combined 6-amod
group 22-nsubj
, 6-punct
which 10-nsubj
will 10-aux
include 6-relcl
businesses 10-dobj
such 13-amod
as 11-prep
McVities 15-compound
biscuits 13-pobj
and 15-cc
Terry 19-poss
's 17-case
confectionery 15-conj
, 6-punct
will 22-aux
have 3-ccomp
annual 24-amod
sales 22-dobj
of 24-prep
more 30-amod
than 30-quantmod
# 30-quantmod
1.5 30-compound
billion 31-nummod
-LRB- 25-pobj
$ 34-quantmod
2.35 34-compound
billion 35-nummod
-RRB- 24-punct
and 35-cc
trading 38-compound
profit 24-conj
of 38-prep
more 44-amod
than 44-quantmod
# 44-quantmod
160 44-compound
million 45-nummod
-LRB- 39-pobj
$ 48-quantmod
251 48-compound
million 49-nummod
-RRB- 39-pobj
. 3-punct

 50-dep

` 7-punct
` 7-punct
The 5-det
new 5-amod
structure 7-nsubj
will 7-aux
enable 23-ccomp
United 9-compound
Biscuits 7-dobj
to 11-aux
focus 7-xcomp
clearly 11-advmod
upon 11-prep
opportunities 13-pobj
for 14-prep
planned 17-amod
growth 15-pobj
during 14-prep
the 20-det
1990s 18-pobj
, 23-punct
'' 23-punct
said 0-ROOT
Bob 25-compound
Clarke 23-nsubj
, 25-punct
deputy 28-compound
chairman 25-appos
and 28-cc
group 32-compound
chief 32-compound
executive 28-conj
. 23-punct

 33-dep

Last 2-amod
month 6-npadvmod
, 6-punct
United 5-compound
Biscuits 6-nsubj
agreed 0-ROOT
to 8-aux
sell 6-xcomp
its 12-poss
entire 12-amod
restaurant 12-compound
operations 8-dobj
to 8-dative
Grand 16-compound
Metropolitan 16-compound
PLC 13-pobj
for 8-prep
# 20-quantmod
180 20-compound
million 17-pobj
. 6-punct

 21-dep

An 3-det
American 3-amod
journalist 6-nsubj
now 6-advmod
is 6-aux
standing 0-ROOT
trial 6-dobj
in 7-prep
Namibia 8-pobj
. 6-punct

 10-dep

This 2-nsubj
is 0-ROOT
the 4-det
place 2-attr
that 12-pobj
world 7-compound
opinion 10-nsubj
has 10-aux
been 10-aux
celebrating 4-relcl
over 10-prt
in 10-prep
the 14-det
expectation 12-pobj
that 18-mark
it 18-nsubj
's 18-aux
going 14-acl
to 20-aux
hold 18-xcomp
an 22-det
election 20-dobj
. 2-punct

 23-dep

The 4-det
most 3-advmod
likely 4-amod
winner 6-nsubj
will 6-aux
be 0-ROOT
the 12-det
Marxist 10-npadvmod
- 10-punct
dominated 12-amod
SWAPO 12-compound
rebels 6-attr
. 6-punct

 13-dep

The 3-det
U.S. 3-compound
journalist 7-poss
's 3-case
` 7-punct
` 7-punct
crime 10-nsubj
'' 10-punct
was 10-aux
writing 0-ROOT
that 17-mark
the 13-det
head 17-nsubj
of 13-prep
the 16-det
commission 14-pobj
charged 10-ccomp
with 17-prep
overseeing 18-pcomp
the 21-det
election 23-poss
's 21-case
fairness 19-dobj
, 23-punct
Bryan 26-compound
O'Linn 23-appos
, 28-punct
was 10-conj
openly 28-advmod
sympathetic 28-acomp
to 30-prep
SWAPO 31-pobj
. 10-punct

 33-dep

Shortly 2-advmod
after 7-prep
that 2-pobj
, 7-punct
Mr. 6-compound
O'Linn 7-nsubj
had 0-ROOT
Scott 9-compound
Stanley 10-nsubj
arrested 7-ccomp
and 10-cc
his 13-poss
passport 14-nsubj
confiscated 10-conj
. 7-punct

 15-dep

Mr. 2-compound
Stanley 3-nsubj
is 0-ROOT
on 3-prep
trial 4-pobj
over 5-prep
charges 6-pobj
that 10-mark
he 10-nsubj
violated 7-acl
a 12-det
proclamation 10-dobj
, 10-punct
issued 10-advcl
by 14-agent
the 19-det
South 18-amod
African 19-amod
administrator 15-pobj
general 19-amod
earlier 23-advmod
this 23-det
year 14-npadvmod
, 10-punct
which 26-nsubj
made 7-relcl
it 29-nsubj
a 29-det
crime 26-ccomp
punishable 29-amod
by 30-prep
two 33-nummod
years 31-pobj
in 33-prep
prison 34-pobj
for 26-prep
any 38-det
person 42-nsubj
to 42-aux
` 42-punct
` 42-punct
insult 36-pobj
, 42-punct
disparate 42-amod
or 44-cc
belittle 44-conj
'' 42-punct
the 50-det
election 50-compound
commission 42-dobj
. 3-punct

 51-dep

The 3-det
Stanley 3-compound
affair 6-nsubj
does 6-aux
n't 6-neg
bode 0-ROOT
well 6-advmod
for 6-prep
the 10-det
future 8-pobj
of 10-prep
democracy 11-pobj
or 10-cc
freedom 10-conj
of 14-prep
anything 15-pobj
in 16-prep
Namibia 17-pobj
when 21-advmod
SWAPO 21-nsubj
starts 6-advcl
running 21-xcomp
the 24-det
government 22-dobj
. 6-punct

 25-dep

To 7-prep
the 3-det
extent 1-pobj
Mr. 5-compound
Stanley 7-nsubj
has 7-aux
done 13-advcl
anything 7-dobj
wrong 8-amod
, 13-punct
it 13-nsubj
may 13-aux
be 0-ROOT
that 16-mark
he 16-nsubj
is 13-ccomp
out 16-prep
of 17-prep
step 18-pobj
with 19-prep
the 22-det
consensus 20-pobj
of 22-prep
world 25-compound
intellectuals 23-pobj
that 30-mark
the 29-det
Namibian 29-amod
guerrillas 30-nsubj
were 16-ccomp
above 30-prep
all 33-det
else 31-pobj
the 35-det
victims 30-attr
of 35-prep
suppression 36-pobj
by 35-prep
neighboring 38-pcomp
South 41-compound
Africa 39-dobj
. 13-punct

 42-dep

SWAPO 3-nsubj
has 3-aux
enjoyed 0-ROOT
favorable 7-amod
Western 7-amod
media 7-compound
treatment 3-dobj
ever 14-advmod
since 14-mark
the 13-det
U.N. 13-compound
General 13-compound
Assembly 14-nsubj
declared 3-advcl
it 14-dobj
the 22-det
` 22-punct
` 22-punct
sole 22-amod
, 22-punct
authentic 22-amod
representative 14-oprd
'' 22-punct
of 22-prep
Namibia 27-poss
's 25-case
people 24-pobj
in 22-prep

 28-dep
Last 31-amod
year 28-pobj
, 35-punct
the 34-det
U.S. 35-nsubj
brokered 3-conj
a 38-det
peace 38-compound
settlement 35-dobj
to 40-aux
remove 35-advcl
Cuba 46-poss
's 41-case
` 46-punct
` 46-punct
Afrika 46-compound
Korps 40-dobj
'' 46-punct
from 46-prep
Angola 48-pobj
and 40-cc
hold 40-conj
` 51-punct
` 51-punct
free 58-amod
and 54-cc
fair 54-conj
'' 58-punct
elections 51-dobj
that 61-nsubj
would 61-aux
end 58-relcl
South 63-compound
Africa 65-poss
's 63-case
control 61-dobj
of 65-prep
Namibia 66-pobj
. 35-punct

 68-dep

The 2-det
elections 4-nsubjpass
are 4-auxpass
set 0-ROOT
for 4-prep
Nov. 5-pobj
7 6-nummod
. 4-punct

 8-dep

In 20-prep
July 1-pobj
, 20-punct
Mr. 5-compound
Stanley 20-nsubj
, 5-punct
editor 5-appos
of 7-prep
American 11-compound
Press 11-compound
International 8-pobj
, 11-punct
a 18-det
Washington 15-npadvmod
D.C.-based 18-amod
conservative 17-amod
wire 18-compound
service 11-appos
, 20-punct
visited 0-ROOT
Namibia 20-dobj
to 23-aux
report 20-advcl
on 23-prep
the 28-det
U.N.-monitored 28-amod
election 28-compound
campaign 24-pobj
. 20-punct

 29-dep

He 2-nsubj
interviewed 0-ROOT
Mr. 4-compound
O'Linn 2-dobj
, 4-punct
head 4-appos
of 6-prep
a 9-det
commission 7-pobj
charged 9-acl
with 10-prep
investigating 11-pcomp
electoral 14-amod
intimidation 12-dobj
, 2-punct
and 2-cc
reported 2-conj
that 21-mark
Mr. 20-compound
O'Linn 21-nsubj
was 17-ccomp
openly 21-advmod
sympathetic 21-acomp
to 23-prep
SWAPO 24-pobj
and 21-cc
indeed 29-advmod
had 29-aux
defended 21-conj
its 31-poss
leaders 29-dobj
in 29-prep
court 32-pobj
. 2-punct

 34-dep

After 7-mark
Mr. 3-compound
Stanley 5-poss
's 3-case
article 7-nsubjpass
